,invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,revenue,net_profit,region
316,317,WALM012,Garland,Food and beverages,21.08,3.0,2019-09-02,1900-01-01 10:25:00,Cash,7.3,0.48,63.239999999999995,30.36,DFW Metroplex
318,319,WALM048,Harlingen,Health and beauty,29.67,7.0,2019-11-03,1900-01-01 18:58:00,Credit card,8.1,0.48,207.69,99.69,South Texas
319,320,WALM059,Pflugerville,Health and beauty,44.07,4.0,2019-02-18,1900-01-01 16:28:00,Ewallet,8.4,0.33,176.28,58.17,Central Texas
320,321,WALM065,Texas City,Food and beverages,22.93,9.0,2019-02-26,1900-01-01 20:26:00,Cash,5.5,0.33,206.37,68.1,Greater Houston
321,322,WALM016,Brownsville,Health and beauty,39.42,1.0,2019-01-18,1900-01-01 15:08:00,Cash,8.4,0.48,39.42,18.92,South Texas
322,323,WALM037,League City,Health and beauty,15.26,6.0,2019-02-15,1900-01-01 18:03:00,Ewallet,9.8,0.48,91.56,43.95,Greater Houston
323,324,WALM010,Laredo,Fashion accessories,61.77,5.0,2019-08-03,1900-01-01 13:21:00,Cash,6.7,0.48,308.85,148.25,South Texas
324,325,WALM086,Rosenberg,Home and lifestyle,21.52,6.0,2019-01-17,1900-01-01 12:48:00,Credit card,9.4,0.33,129.12,42.61,Greater Houston
328,329,WALM052,Mansfield,Health and beauty,51.13,4.0,2019-01-25,1900-01-01 10:11:00,Credit card,4.0,0.57,204.52,116.58,DFW Metroplex
329,330,WALM063,Georgetown,Electronic accessories,36.36,4.0,2019-03-25,1900-01-01 13:07:00,Cash,7.6,0.33,145.44,48.0,Central Texas
330,331,WALM071,Lufkin,Home and lifestyle,22.02,9.0,2019-07-02,1900-01-01 18:48:00,Cash,6.8,0.33,198.18,65.4,East Texas
331,332,WALM076,Huntsville,Food and beverages,32.9,3.0,2019-02-17,1900-01-01 17:27:00,Credit card,9.1,0.33,98.69999999999999,32.57,Central Texas
333,334,WALM034,College Station,Food and beverages,23.48,2.0,2019-03-14,1900-01-01 11:21:00,Credit card,7.9,0.48,46.96,22.54,Central Texas
334,335,WALM089,Southlake,Sports and travel,14.7,5.0,2019-03-24,1900-01-01 13:48:00,Ewallet,8.5,0.33,73.5,24.26,DFW Metroplex
335,336,WALM032,Tyler,Electronic accessories,28.45,5.0,2019-03-21,1900-01-01 10:17:00,Credit card,9.1,0.48,142.25,68.28,East Texas
338,339,WALM016,Brownsville,Electronic accessories,47.65,3.0,2019-03-28,1900-01-01 12:58:00,Credit card,9.5,0.48,142.95,68.62,South Texas
340,341,WALM014,Amarillo,Electronic accessories,48.09,3.0,2019-10-02,1900-01-01 18:23:00,Credit card,7.8,0.48,144.27,69.25,West Texas
344,345,WALM007,Arlington,Sports and travel,44.65,3.0,2019-02-14,1900-01-01 15:04:00,Cash,6.2,0.48,133.95,64.3,DFW Metroplex
346,347,WALM096,Eagle Pass,Electronic accessories,71.95,1.0,2019-04-02,1900-01-01 12:14:00,Cash,7.3,0.18,71.95,12.95,South Texas
348,349,WALM095,Big Spring,Electronic accessories,26.02,7.0,2019-03-28,1900-01-01 17:38:00,Cash,5.1,0.33,182.14,60.11,West Texas
349,350,WALM087,Waxahachie,Health and beauty,13.5,10.0,2019-02-27,1900-01-01 11:06:00,Credit card,4.8,0.33,135.0,44.55,DFW Metroplex
353,354,WALM019,Pasadena,Home and lifestyle,27.0,9.0,2019-02-03,1900-01-01 14:16:00,Cash,4.8,0.48,243.0,116.64,Greater Houston
354,355,WALM082,Weslaco,Electronic accessories,30.24,1.0,2019-04-03,1900-01-01 15:44:00,Cash,8.4,0.33,30.24,9.98,South Texas
358,359,WALM070,Hurst,Electronic accessories,27.5,3.0,2019-01-03,1900-01-01 15:40:00,Ewallet,6.5,0.33,82.5,27.22,DFW Metroplex
359,360,WALM081,Friendswood,Sports and travel,74.97,1.0,2019-03-16,1900-01-01 16:58:00,Cash,5.6,0.33,74.97,24.74,Greater Houston
362,363,WALM002,Dallas,Food and beverages,99.79,2.0,2019-07-03,1900-01-01 20:37:00,Ewallet,8.0,0.36,199.58,71.85,DFW Metroplex
364,365,WALM037,League City,Food and beverages,41.24,4.0,2019-02-19,1900-01-01 16:23:00,Cash,7.1,0.48,164.96,79.18,Greater Houston
367,368,WALM048,Harlingen,Home and lifestyle,65.94,4.0,2019-03-24,1900-01-01 10:29:00,Cash,6.0,0.48,263.76,126.6,South Texas
368,369,WALM026,Denton,Sports and travel,14.36,10.0,2019-01-27,1900-01-01 14:28:00,Cash,5.4,0.48,143.6,68.93,DFW Metroplex
369,370,WALM018,Frisco,Electronic accessories,21.5,9.0,2019-06-03,1900-01-01 12:46:00,Credit card,7.8,0.48,193.5,92.88,DFW Metroplex
370,371,WALM005,Fort Worth,Electronic accessories,26.26,7.0,2019-02-02,1900-01-01 19:40:00,Cash,9.9,0.48,183.82000000000002,88.23,DFW Metroplex
371,372,WALM071,Lufkin,Fashion accessories,60.96,2.0,2019-01-25,1900-01-01 19:39:00,Credit card,4.9,0.33,121.92,40.23,East Texas
373,374,WALM014,Amarillo,Fashion accessories,42.08,6.0,2019-01-29,1900-01-01 12:25:00,Cash,8.9,0.48,252.48,121.19,West Texas
379,380,WALM045,Missouri City,Electronic accessories,23.65,4.0,2019-01-30,1900-01-01 13:32:00,Credit card,4.0,0.48,94.6,45.41,Greater Houston
381,382,WALM008,Corpus Christi,Electronic accessories,26.61,2.0,2019-03-19,1900-01-01 14:35:00,Cash,4.2,0.48,53.22,25.55,
383,384,WALM091,Little Elm,Food and beverages,74.89,4.0,2019-01-03,1900-01-01 15:32:00,Ewallet,4.2,0.33,299.56,98.85,DFW Metroplex
384,385,WALM039,Longview,Food and beverages,40.94,5.0,2019-06-01,1900-01-01 13:58:00,Ewallet,9.9,0.48,204.7,98.26,East Texas
385,386,WALM084,Schertz,Sports and travel,75.82,1.0,2019-01-31,1900-01-01 13:19:00,Cash,5.8,0.33,75.82,25.02,Central Texas
386,387,WALM006,El Paso,Food and beverages,46.77,6.0,2019-11-03,1900-01-01 13:37:00,Cash,6.0,0.48,280.62,134.7,Far West Texas
389,390,WALM066,Grapevine,Food and beverages,18.22,7.0,2019-10-03,1900-01-01 14:04:00,Credit card,6.6,0.33,127.53999999999999,42.09,DFW Metroplex
390,391,WALM021,McAllen,Fashion accessories,80.48,3.0,2019-02-15,1900-01-01 12:31:00,Cash,8.1,0.48,241.44,115.89,South Texas
392,393,WALM020,Killeen,Electronic accessories,76.82,1.0,2019-02-13,1900-01-01 18:27:00,Ewallet,7.2,0.48,76.82,36.87,Central Texas
394,395,WALM045,Missouri City,Health and beauty,79.74,1.0,2019-06-03,1900-01-01 10:36:00,Credit card,7.3,0.48,79.74,38.28,Greater Houston
396,397,WALM075,San Marcos,Food and beverages,54.27,5.0,2019-03-13,1900-01-01 14:16:00,Ewallet,4.6,0.33,271.35,89.55,Central Texas
397,398,WALM092,Lake Jackson,Home and lifestyle,13.59,9.0,2019-03-15,1900-01-01 10:26:00,Cash,5.8,0.33,122.31,40.36,Greater Houston
398,399,WALM017,McKinney,Health and beauty,41.06,6.0,2019-05-03,1900-01-01 13:30:00,Credit card,8.3,0.48,246.36,118.25,DFW Metroplex
399,400,WALM016,Brownsville,Electronic accessories,19.24,9.0,2019-04-03,1900-01-01 16:28:00,Cash,8.0,0.48,173.16,83.12,South Texas
400,401,WALM081,Friendswood,Food and beverages,39.43,6.0,2019-03-25,1900-01-01 20:18:00,Credit card,9.4,0.33,236.57999999999998,78.07,Greater Houston
401,402,WALM084,Schertz,Home and lifestyle,46.22,4.0,2019-12-03,1900-01-01 20:04:00,Credit card,6.2,0.33,184.88,61.01,Central Texas
402,403,WALM030,Richardson,Home and lifestyle,13.98,1.0,2019-04-02,1900-01-01 13:38:00,Ewallet,9.8,0.48,13.98,6.71,DFW Metroplex
403,404,WALM010,Laredo,Fashion accessories,39.75,5.0,2019-02-22,1900-01-01 10:43:00,Ewallet,9.6,0.48,198.75,95.4,South Texas
405,406,WALM095,Big Spring,Sports and travel,67.26,4.0,2019-01-19,1900-01-01 15:28:00,Credit card,8.0,0.33,269.04,88.78,West Texas
406,407,WALM009,Plano,Food and beverages,13.79,5.0,2019-11-01,1900-01-01 19:07:00,Credit card,7.8,0.48,68.94999999999999,33.1,DFW Metroplex
407,408,WALM051,New Braunfels,Fashion accessories,68.71,4.0,2019-04-01,1900-01-01 19:01:00,Cash,4.1,0.48,274.84,131.92,Central Texas
408,409,WALM004,Austin,Home and lifestyle,56.53,4.0,2019-04-03,1900-01-01 19:48:00,Ewallet,5.5,0.48,226.12,108.54,Central Texas
409,410,WALM047,Flower Mound,Fashion accessories,23.82,5.0,2019-01-28,1900-01-01 19:24:00,Ewallet,5.4,0.48,119.1,57.17,DFW Metroplex
411,412,WALM094,Alamo,Sports and travel,21.87,2.0,2019-01-25,1900-01-01 14:29:00,Ewallet,6.9,0.33,43.74,14.43,South Texas
412,413,WALM005,Fort Worth,Health and beauty,20.97,5.0,2019-04-01,1900-01-01 13:21:00,Cash,7.8,0.48,104.85,50.33,DFW Metroplex
413,414,WALM061,Cedar Park,Sports and travel,25.84,3.0,2019-10-03,1900-01-01 18:55:00,Ewallet,6.6,0.33,77.52,25.58,Central Texas
415,416,WALM025,Waco,Health and beauty,96.11,1.0,2019-01-25,1900-01-01 16:28:00,Ewallet,7.8,0.48,96.11,46.13,Central Texas
416,417,WALM035,San Angelo,Home and lifestyle,45.38,4.0,2019-08-01,1900-01-01 13:48:00,Credit card,8.7,0.48,181.52,87.13,West Texas
417,418,WALM053,Conroe,Health and beauty,81.51,1.0,2019-01-22,1900-01-01 10:57:00,Ewallet,9.2,0.57,81.51,46.46,Greater Houston
418,419,WALM062,Galveston,Health and beauty,57.22,2.0,2019-12-01,1900-01-01 17:13:00,Ewallet,8.3,0.33,114.44,37.77,Greater Houston
419,420,WALM098,Mineral Wells,Electronic accessories,25.22,7.0,2019-04-02,1900-01-01 10:23:00,Cash,8.2,0.18,176.54,31.78,Central Texas
420,421,WALM055,Waxahachie,Food and beverages,38.6,3.0,2019-03-28,1900-01-01 13:57:00,Ewallet,7.5,0.33,115.80000000000001,38.21,DFW Metroplex
421,422,WALM046,Temple,Electronic accessories,84.05,3.0,2019-01-23,1900-01-01 13:29:00,Cash,9.8,0.48,252.14999999999998,121.03,Central Texas
423,424,WALM032,Tyler,Fashion accessories,25.42,8.0,2019-03-19,1900-01-01 19:42:00,Credit card,6.7,0.48,203.36,97.61,East Texas
424,425,WALM022,Mesquite,Fashion accessories,16.28,1.0,2019-09-03,1900-01-01 15:36:00,Cash,5.0,0.48,16.28,7.81,DFW Metroplex
427,428,WALM039,Longview,Food and beverages,20.87,3.0,2019-03-20,1900-01-01 13:53:00,Credit card,8.0,0.48,62.61,30.05,East Texas
430,431,WALM084,Schertz,Fashion accessories,69.08,2.0,2019-01-31,1900-01-01 19:48:00,Credit card,6.9,0.33,138.16,45.59,Central Texas
431,432,WALM010,Laredo,Food and beverages,43.27,2.0,2019-08-03,1900-01-01 16:53:00,Ewallet,5.7,0.48,86.54,41.54,South Texas
432,433,WALM062,Galveston,Electronic accessories,23.46,6.0,2019-01-13,1900-01-01 19:14:00,Ewallet,6.4,0.33,140.76,46.45,Greater Houston
434,435,WALM075,San Marcos,Fashion accessories,47.44,1.0,2019-02-22,1900-01-01 18:19:00,Credit card,6.8,0.33,47.44,15.66,Central Texas
437,438,WALM095,Big Spring,Home and lifestyle,33.99,6.0,2019-08-03,1900-01-01 15:37:00,Credit card,7.7,0.33,203.94,67.3,West Texas
438,439,WALM090,Brownwood,Food and beverages,17.04,4.0,2019-08-03,1900-01-01 20:15:00,Ewallet,7.0,0.33,68.16,22.49,
440,441,WALM097,Alice,Food and beverages,17.44,5.0,2019-01-15,1900-01-01 19:25:00,Cash,8.1,0.18,87.2,15.7,South Texas
443,444,WALM050,Victoria,Fashion accessories,12.78,1.0,2019-08-01,1900-01-01 14:11:00,Ewallet,9.5,0.48,12.78,6.13,Central Texas
444,445,WALM069,Rockwall,Sports and travel,19.1,7.0,2019-01-15,1900-01-01 10:43:00,Cash,9.7,0.33,133.70000000000002,44.12,DFW Metroplex
445,446,WALM011,Lubbock,Health and beauty,19.15,1.0,2019-01-28,1900-01-01 17:58:00,Credit card,9.5,0.48,19.15,9.19,West Texas
446,447,WALM027,Abilene,Food and beverages,27.66,10.0,2019-02-14,1900-01-01 11:26:00,Credit card,8.9,0.48,276.6,132.77,West Texas
447,448,WALM028,Odessa,Fashion accessories,45.74,3.0,2019-10-03,1900-01-01 17:38:00,Credit card,6.5,0.48,137.22,65.87,West Texas
448,449,WALM063,Georgetown,Health and beauty,27.07,1.0,2019-12-01,1900-01-01 20:07:00,Credit card,5.3,0.33,27.07,8.93,Central Texas
449,450,WALM077,Coppell,Sports and travel,39.12,1.0,2019-03-26,1900-01-01 11:02:00,Credit card,9.6,0.33,39.12,12.91,DFW Metroplex
451,452,WALM077,Coppell,Electronic accessories,22.01,6.0,2019-02-01,1900-01-01 18:50:00,Cash,7.6,0.33,132.06,43.58,DFW Metroplex
453,454,WALM069,Rockwall,Health and beauty,25.0,1.0,2019-03-03,1900-01-01 15:09:00,Ewallet,5.5,0.33,25.0,8.25,DFW Metroplex
454,455,WALM028,Odessa,Electronic accessories,20.77,4.0,2019-01-31,1900-01-01 13:47:00,Cash,4.7,0.48,83.08,39.88,West Texas
455,456,WALM010,Laredo,Fashion accessories,29.56,5.0,2019-02-13,1900-01-01 16:59:00,Cash,6.9,0.48,147.79999999999998,70.94,South Texas
459,460,WALM074,Weslaco,Food and beverages,35.89,1.0,2019-02-23,1900-01-01 16:52:00,Cash,7.9,0.33,35.89,11.84,South Texas
460,461,WALM064,Bedford,Food and beverages,40.52,5.0,2019-03-02,1900-01-01 15:19:00,Cash,4.5,0.33,202.60000000000002,66.86,DFW Metroplex
462,463,WALM026,Denton,Sports and travel,73.95,4.0,2019-03-02,1900-01-01 10:02:00,Cash,6.1,0.48,295.8,141.98,DFW Metroplex
463,464,WALM057,Euless,Food and beverages,22.62,1.0,2019-03-17,1900-01-01 18:58:00,Cash,6.4,0.33,22.62,7.46,DFW Metroplex
464,465,WALM042,Bryan,Food and beverages,51.34,5.0,2019-03-28,1900-01-01 15:31:00,Credit card,9.1,0.48,256.70000000000005,123.22,Central Texas
466,467,WALM094,Alamo,Health and beauty,37.15,7.0,2019-08-02,1900-01-01 13:12:00,Credit card,7.7,0.33,260.05,85.82,South Texas
467,468,WALM047,Flower Mound,Sports and travel,37.02,6.0,2019-03-22,1900-01-01 18:33:00,Cash,4.5,0.48,222.12,106.62,DFW Metroplex
468,469,WALM071,Lufkin,Food and beverages,21.58,1.0,2019-09-02,1900-01-01 10:02:00,Ewallet,7.2,0.33,21.58,7.12,East Texas
469,470,WALM071,Lufkin,Electronic accessories,98.84,1.0,2019-02-15,1900-01-01 11:21:00,Cash,8.4,0.33,98.84,32.62,East Texas
471,472,WALM093,Angleton,Sports and travel,40.05,4.0,2019-01-25,1900-01-01 11:40:00,Cash,9.7,0.33,160.2,52.87,Greater Houston
475,476,WALM010,Laredo,Health and beauty,65.18,3.0,2019-02-25,1900-01-01 20:35:00,Credit card,6.3,0.48,195.54000000000002,93.86,South Texas
476,477,WALM059,Pflugerville,Sports and travel,33.26,5.0,2019-03-18,1900-01-01 16:10:00,Credit card,4.2,0.33,166.29999999999998,54.88,Central Texas
479,480,WALM057,Euless,Electronic accessories,38.6,1.0,2019-01-29,1900-01-01 11:26:00,Ewallet,6.7,0.33,38.6,12.74,DFW Metroplex
482,483,WALM094,Alamo,Sports and travel,37.14,5.0,2019-08-01,1900-01-01 13:05:00,Ewallet,5.0,0.33,185.7,61.28,South Texas
485,486,WALM060,DeSoto,Sports and travel,49.49,4.0,2019-03-21,1900-01-01 15:25:00,Ewallet,6.6,0.33,197.96,65.33,DFW Metroplex
487,488,WALM080,Nacogdoches,Fashion accessories,37.15,4.0,2019-03-23,1900-01-01 18:59:00,Ewallet,8.3,0.33,148.6,49.04,East Texas
488,489,WALM050,Victoria,Home and lifestyle,22.96,1.0,2019-01-30,1900-01-01 20:47:00,Ewallet,4.3,0.48,22.96,11.02,Central Texas
490,491,WALM051,New Braunfels,Fashion accessories,34.7,2.0,2019-03-13,1900-01-01 19:48:00,Ewallet,8.2,0.48,69.4,33.31,Central Texas
491,492,WALM004,Austin,Fashion accessories,19.66,10.0,2019-03-15,1900-01-01 18:20:00,Credit card,7.2,0.48,196.6,94.37,Central Texas
492,493,WALM085,Kerrville,Health and beauty,25.32,8.0,2019-05-03,1900-01-01 20:24:00,Ewallet,8.7,0.33,202.56,66.84,Central Texas
493,494,WALM011,Lubbock,Home and lifestyle,12.12,10.0,2019-05-03,1900-01-01 13:44:00,Credit card,8.4,0.48,121.19999999999999,58.18,West Texas
494,495,WALM081,Friendswood,Fashion accessories,99.89,2.0,2019-02-26,1900-01-01 11:48:00,Ewallet,7.1,0.33,199.78,65.93,Greater Houston
496,497,WALM053,Conroe,Electronic accessories,63.22,2.0,2019-01-01,1900-01-01 15:51:00,Cash,8.5,0.21,126.44,26.55,Greater Houston
498,499,WALM073,Seguin,Sports and travel,98.13,1.0,2019-01-21,1900-01-01 17:36:00,Cash,8.9,0.33,98.13,32.38,Central Texas
500,501,WALM087,Waxahachie,Sports and travel,73.97,1.0,2019-03-02,1900-01-01 15:53:00,Credit card,5.4,0.33,73.97,24.41,DFW Metroplex
501,502,WALM006,El Paso,Fashion accessories,31.9,1.0,2019-05-01,1900-01-01 12:40:00,Ewallet,9.1,0.48,31.9,15.31,Far West Texas
502,503,WALM002,Dallas,Home and lifestyle,69.4,2.0,2019-01-27,1900-01-01 19:48:00,Ewallet,9.0,0.36,138.8,49.97,DFW Metroplex
503,504,WALM075,San Marcos,Sports and travel,93.31,2.0,2019-03-25,1900-01-01 17:53:00,Cash,6.3,0.33,186.62,61.58,Central Texas
504,505,WALM048,Harlingen,Sports and travel,88.45,1.0,2019-02-25,1900-01-01 16:36:00,Credit card,9.5,0.48,88.45,42.46,South Texas
505,506,WALM040,Edinburg,Electronic accessories,24.18,8.0,2019-01-28,1900-01-01 20:54:00,Ewallet,9.8,0.48,193.44,92.85,
506,507,WALM019,Pasadena,Sports and travel,48.5,3.0,2019-08-01,1900-01-01 12:50:00,Cash,6.7,0.48,145.5,69.84,Greater Houston
508,509,WALM077,Coppell,Health and beauty,61.29,5.0,2019-03-29,1900-01-01 14:28:00,Cash,7.0,0.33,306.45,101.13,DFW Metroplex
509,510,WALM055,Waxahachie,Home and lifestyle,15.95,6.0,2019-09-02,1900-01-01 17:15:00,Credit card,5.1,0.33,95.69999999999999,31.58,DFW Metroplex
511,512,WALM007,Arlington,Home and lifestyle,42.91,5.0,2019-05-01,1900-01-01 17:29:00,Ewallet,6.1,0.48,214.54999999999998,102.98,DFW Metroplex
515,516,WALM025,Waco,Fashion accessories,51.47,1.0,2019-03-18,1900-01-01 15:52:00,Ewallet,8.5,0.48,51.47,24.71,Central Texas
516,517,WALM071,Lufkin,Health and beauty,54.86,5.0,2019-03-29,1900-01-01 16:48:00,Ewallet,9.8,0.33,274.3,90.52,East Texas
517,518,WALM089,Southlake,Home and lifestyle,39.39,5.0,2019-01-22,1900-01-01 20:46:00,Credit card,8.7,0.33,196.95,64.99,DFW Metroplex
518,519,WALM008,Corpus Christi,Home and lifestyle,34.73,2.0,2019-01-03,1900-01-01 18:14:00,Ewallet,9.7,0.48,69.46,33.34,
520,521,WALM059,Pflugerville,Electronic accessories,45.71,3.0,2019-03-26,1900-01-01 10:34:00,Credit card,7.7,0.33,137.13,45.25,Central Texas
522,523,WALM035,San Angelo,Home and lifestyle,37.44,6.0,2019-06-02,1900-01-01 13:55:00,Credit card,5.9,0.48,224.64,107.83,West Texas
523,524,WALM075,San Marcos,Health and beauty,62.87,2.0,2019-01-01,1900-01-01 11:43:00,Cash,5.0,0.33,125.74,41.49,Central Texas
526,527,WALM095,Big Spring,Fashion accessories,39.21,4.0,2019-01-16,1900-01-01 20:03:00,Credit card,9.0,0.33,156.84,51.76,West Texas
527,528,WALM013,Irving,Fashion accessories,59.86,2.0,2019-01-13,1900-01-01 14:55:00,Ewallet,6.7,0.48,119.72,57.47,DFW Metroplex
530,531,WALM073,Seguin,Health and beauty,25.43,6.0,2019-12-02,1900-01-01 19:01:00,Ewallet,7.0,0.33,152.57999999999998,50.35,Central Texas
532,533,WALM063,Georgetown,Electronic accessories,22.95,10.0,2019-06-02,1900-01-01 19:20:00,Ewallet,8.2,0.33,229.5,75.74,Central Texas
533,534,WALM085,Kerrville,Food and beverages,16.31,9.0,2019-03-26,1900-01-01 10:31:00,Ewallet,8.4,0.33,146.79,48.44,Central Texas
534,535,WALM036,Allen,Home and lifestyle,28.32,5.0,2019-11-03,1900-01-01 13:28:00,Ewallet,6.2,0.48,141.6,67.97,DFW Metroplex
535,536,WALM082,Weslaco,Home and lifestyle,16.67,7.0,2019-07-02,1900-01-01 11:36:00,Cash,7.4,0.33,116.69000000000001,38.51,South Texas
536,537,WALM063,Georgetown,Fashion accessories,73.96,1.0,2019-05-01,1900-01-01 11:32:00,Credit card,5.0,0.33,73.96,24.41,Central Texas
537,538,WALM029,Round Rock,Home and lifestyle,97.94,1.0,2019-07-03,1900-01-01 11:44:00,Ewallet,6.9,0.48,97.94,47.01,Central Texas
538,539,WALM098,Mineral Wells,Fashion accessories,73.05,4.0,2019-02-25,1900-01-01 17:16:00,Credit card,4.9,0.18,292.2,52.6,Central Texas
540,541,WALM042,Bryan,Home and lifestyle,30.68,3.0,2019-01-22,1900-01-01 11:00:00,Ewallet,9.1,0.48,92.03999999999999,44.18,Central Texas
541,542,WALM048,Harlingen,Health and beauty,75.88,1.0,2019-03-01,1900-01-01 10:30:00,Credit card,7.1,0.48,75.88,36.42,South Texas
542,543,WALM091,Little Elm,Sports and travel,20.18,4.0,2019-02-13,1900-01-01 12:14:00,Credit card,5.0,0.33,80.72,26.64,DFW Metroplex
543,544,WALM055,Waxahachie,Electronic accessories,18.77,6.0,2019-01-28,1900-01-01 16:43:00,Credit card,5.5,0.33,112.62,37.16,DFW Metroplex
544,545,WALM097,Alice,Food and beverages,71.2,1.0,2019-05-01,1900-01-01 20:40:00,Credit card,9.2,0.18,71.2,12.82,South Texas
545,546,WALM089,Southlake,Home and lifestyle,38.81,4.0,2019-03-19,1900-01-01 13:40:00,Ewallet,4.9,0.33,155.24,51.23,DFW Metroplex
546,547,WALM004,Austin,Fashion accessories,29.42,10.0,2019-12-01,1900-01-01 16:23:00,Ewallet,8.9,0.48,294.20000000000005,141.22,Central Texas
548,549,WALM057,Euless,Sports and travel,51.54,5.0,2019-01-26,1900-01-01 17:45:00,Cash,4.2,0.33,257.7,85.04,DFW Metroplex
550,551,WALM066,Grapevine,Fashion accessories,57.27,3.0,2019-09-02,1900-01-01 20:31:00,Ewallet,6.5,0.33,171.81,56.7,DFW Metroplex
553,554,WALM072,Lancaster,Electronic accessories,22.21,6.0,2019-07-03,1900-01-01 10:23:00,Credit card,8.6,0.33,133.26,43.98,DFW Metroplex
554,555,WALM061,Cedar Park,Electronic accessories,19.32,7.0,2019-03-25,1900-01-01 18:51:00,Cash,6.9,0.33,135.24,44.63,Central Texas
555,556,WALM014,Amarillo,Home and lifestyle,37.48,3.0,2019-01-20,1900-01-01 13:45:00,Credit card,7.7,0.48,112.44,53.97,West Texas
556,557,WALM012,Garland,Fashion accessories,72.04,2.0,2019-04-02,1900-01-01 19:38:00,Cash,9.5,0.48,144.08,69.16,DFW Metroplex
558,559,WALM036,Allen,Food and beverages,41.66,6.0,2019-02-01,1900-01-01 15:24:00,Ewallet,5.6,0.48,249.95999999999998,119.98,DFW Metroplex
559,560,WALM087,Waxahachie,Home and lifestyle,72.42,3.0,2019-03-29,1900-01-01 16:54:00,Ewallet,8.2,0.33,217.26,71.7,DFW Metroplex
560,561,WALM050,Victoria,Electronic accessories,21.58,9.0,2019-03-14,1900-01-01 12:32:00,Ewallet,7.3,0.48,194.21999999999997,93.23,Central Texas
564,565,WALM020,Killeen,Fashion accessories,99.25,2.0,2019-03-20,1900-01-01 13:02:00,Cash,9.0,0.48,198.5,95.28,Central Texas
571,572,WALM092,Lake Jackson,Sports and travel,26.67,10.0,2019-01-29,1900-01-01 11:48:00,Cash,8.6,0.33,266.70000000000005,88.01,Greater Houston
572,573,WALM012,Garland,Food and beverages,10.13,7.0,2019-10-03,1900-01-01 19:35:00,Ewallet,8.3,0.48,70.91000000000001,34.04,DFW Metroplex
573,574,WALM063,Georgetown,Food and beverages,72.39,2.0,2019-01-13,1900-01-01 19:55:00,Credit card,8.1,0.33,144.78,47.78,Central Texas
576,577,WALM052,Mansfield,Food and beverages,60.3,4.0,2019-02-20,1900-01-01 18:43:00,Cash,5.8,0.57,241.2,137.48,DFW Metroplex
577,578,WALM027,Abilene,Food and beverages,31.77,4.0,2019-01-14,1900-01-01 14:43:00,Ewallet,6.2,0.48,127.08,61.0,West Texas
578,579,WALM087,Waxahachie,Health and beauty,64.27,4.0,2019-03-26,1900-01-01 13:54:00,Cash,7.7,0.33,257.08,84.84,DFW Metroplex
579,580,WALM070,Hurst,Health and beauty,69.51,2.0,2019-01-03,1900-01-01 12:15:00,Ewallet,8.1,0.33,139.02,45.88,DFW Metroplex
580,581,WALM044,Pharr,Food and beverages,27.22,3.0,2019-07-01,1900-01-01 12:37:00,Cash,7.3,0.48,81.66,39.2,South Texas
582,583,WALM013,Irving,Fashion accessories,92.98,2.0,2019-02-13,1900-01-01 15:06:00,Credit card,8.0,0.48,185.96,89.26,DFW Metroplex
583,584,WALM001,Houston,Fashion accessories,18.08,4.0,2019-01-14,1900-01-01 18:03:00,Credit card,9.5,0.36,72.32,26.04,Greater Houston
584,585,WALM088,Cleburne,Sports and travel,63.06,3.0,2019-01-19,1900-01-01 15:58:00,Ewallet,7.0,0.33,189.18,62.43,DFW Metroplex
585,586,WALM020,Killeen,Health and beauty,51.71,4.0,2019-09-03,1900-01-01 13:53:00,Credit card,9.8,0.48,206.84,99.28,Central Texas
586,587,WALM038,Sugar Land,Food and beverages,52.34,3.0,2019-03-27,1900-01-01 14:03:00,Cash,9.2,0.48,157.02,75.37,Central Texas
